"estimate","se","sd of total heterogeneity","n_stem","n_iteration","multiple","% info used","horizon"
-0.679333333333333,0.352918434417041,0.611252945147598,3,2,0,0.00119439589107003,"short run"
-0.0136714285714286,0.141837536890718,0.375234735860189,7,2,0,0.00387968445176104,"long run"
