"estimate","se","sd of total heterogeneity","n_stem","n_iteration","multiple","% info used","horizon"
-0.05525,0.0900549200428952,0.180042920975011,4,2,0,0.00249712727473478,"short run"
-0.0158358571428571,0.0958088033595101,0.253438723374614,7,2,0,0.00581569448985805,"long run"
